text_id,thread_text
741,"Hello, So ive been dealing with mixing quite some years now, i'm also working in a studio in which we record and produce (mostly choirs though) and do some ""record a birthday song etc"". not working too much with bands, its a small studio. I also have my home studio in which i track guitar and do my metal stuff. lately i decided i feel ready to start mixing/recording other bands songs, as a job. i though i should start with small low budget bands, or even just get multitracks from them and mix them/ reamp and stuff. but i couldnt succeed to evenget my first ""client"". i was wondering if you have some tips for getting that first client. i have to aim to small size projects, demo, EPS and stuff. i know i cant mix to the level of the ""big guys"". Also, in my country the metal communuty is quite small. its mostly 16 years old kids who dont have the money to pay (and the skills to play), or those few big guys, which i am too noob for em. I though of grabing lot of stems from this forum and with permission upload them as songs MIXED by me (no recorded or composed). but i dont know how you guys look at this kind of stuff here. If someone can share his own experience i will be glad"
1495,"Warning! Shameless self promotion. Warning! Hey guys! I don't know if any of you like doom metal but check this out. We were working on our EP for a long time and it's finally ready. This is our 3rd record. Long story short, we started this band as a hobby and it was nothing serious, but people showed interest and we keep it working. Recording has been done by ourselves and mixing-mastering process has been done by a fellow friend Onur Narin. We worked with NickL for the cover art and we believe that he made a great job. Also Metal_Overload is working on our website and will be online very soon. Anyway, here we go:"
1796,I can't answer your private messages if you do not allow them in your settings.
4235,"Hi! I'm new to recording and stuff... So i just want to try to make a decent quality mix test. But i can't do anything with the guitars, i tried revalver demo and so on, but it's too ""computerish"". My request is can somebody reamp these two little shitty guitar recordings? http://rapidshare.com/files/267339434/guitar.rar.html thanks for helping me :]"
3915,"So I am currently in the process of doing a MISS MAY I cover the song is ""A Dance with Aeru Cura"" All the quad tracked Di guitars have been recorded and edited and now I'm looking for someone to record actual bass guitar before I do the sloppy ghetto bass. so if anyone is interested let me know. once this song is complete I'll put all the files online for mixing practice. p.s if anyone wants some reamping to do shoot me a p.m."
3649,"Just wondering if anyone would be kind enough to post their RAW acoustic UNEDITED drum tracks for people like me to practice drum editing skills. wouldnt mind triggered kits either, with live cymbals or something like that? cheers"
2,"[*] How do I use the Search function? The search function in Ultimate Metal is not very effective as short terms are not allowed. So before asking something (that has more than likely been asked 15 times before), please go to Google, enter the text you're searching for and copy/paste this: site:http://www.ultimatemetal.com/forum/andy-sneap OR site:http://www.ultimatemetal.com/forum/sabbat OR site:http://www.ultimatemetal.com/forum/equipment OR site:http://www.ultimatemetal.com/forum/production-tips OR site:http://www.ultimatemetal.com/forum/sneap-produced-albums OR site:http://www.ultimatemetal.com/forum/rate-my-mix-tone-threads OR site:http://www.ultimatemetal.com/forum/off-topic-tavernClick to expand... Or the easier way: Sneap Search (thanks Mike) [*] Where can I find the C4 settings Andy once posted ? Here [*] Where can I find the drum samples Andy once posted ? Here [*] Where can I find the podtone Andy once posted ? Here [*] Where can I find the speakers comparison Andy once posted ? Here [*] Where can I find the tubescreamers comparison Andy once posted ? Here [*] Where can I find the TubeScreamer/5150 settings Andy once posted? Here [*] Where can I find the Metal Drum guide by Oz? Here [*] Where can I find the Reamping guide by Oz? Here [*] Where can I find the EQ'ing guide? Here [*] Where can I find Colin Richardson's guitar EQ'ing tips? Here [*] Where can I find GuitarHack's Impulses? Here [*] What are impulses and how to use them? Read this and then this [*] How much does Andy charge to work on my band? Don't even ask! [*] Feel free to propose more links that would fit in the list..."
3457,"I'm looking to get a trackball mouse for my home studio, and I want one that's comfortable for long periods of use...Here are the contenders: 1. [ame]http://www.amazon.com/Logitech-Trackman-Wheel-Optical-Silver/dp/B00005NIMJ/ref=sr_1_1?ie=UTF8&s=electronics&qid=1263831081&sr=8-1[/ame] 2. [ame]http://www.amazon.com/Logitech-910-000806-Trackman-Marble-Mouse/dp/B001F42MKG/ref=sr_1_3?ie=UTF8&s=electronics&qid=1263831081&sr=8-3[/ame] 3. [ame]http://www.amazon.com/Kensington-Orbit-Optical-Trackball-64327/dp/B00006W2QD/ref=sr_1_5?ie=UTF8&s=electronics&qid=1263831287&sr=8-5[/ame] So which one do you use, or which one do you recommend?"
1813,"I'm recording drums tomorrow in a fairly large room at my parents place -- about 4 x 5 metres, rectangular shape with a wooden floor and regular painted walls. To avoid standing waves, horrible reflections etc what would you recommend in the way of ghetto temporary treatment -- bearing in mind I'm only using the room for a few days and can't do any nailing etc. At the moment all I can think of is to move furniture at non-parallel angles and hang some duvets over walls and stacked furniture to try and kill some of the reflections. I'll place the drumkit tomorrow when I can actually hear where's best, but do you guys have any advice?"
4594,"I just found out about a couple of contests, I figured you'd be interested. Win BFD2 from FXPansion http://www.fxpansion.com/index.php?page=84 Win POD Studio KB37 including POD Farm http://uk.line6.com/club/contests/nfmfxpansi"
3964,Yeah epic fall not fail!lol and after that still playing the bass.
2236,theese guys there called closed off comedown they are recording with Nick Scholey http://www.myspace.com/closedoffcomedown there 2 new song say goodnight and laughters & Screamers at college with a few of them
1979,"your thoughts? if you haven't heard, here; http://www.noisecreep.com/2011/01/13/darkest-hour-savor-the-kill-song-premiere/"
4197,"This is a family band from the province I live in ( Friesland ). [ame]http://www.youtube.com/watch?v=EsoclUAA8qE&feature=related[/ame] Love the production, and the end riff is brutal. Enjoy"
3509,"A good idea that popped up in another thread. Killed a few hours. -Get it Here- Some History on the Original: The original 1963 recording of the Doctor Who theme music is widely regarded as a significant and innovative piece of electronic music, recorded well before the availability of commercial synthesizers. Delia Derbyshire of the BBC Radiophonic Workshop used musique concrete techniques to realize a score written by composer Ron Grainer. Each and every note was individually created by cutting, splicing, speeding up and slowing down segments of analogue tape containing recordings of a single plucked string, white noise, and the simple harmonic waveforms of test-tone oscillators which were used for calibrating equipment and rooms, not creating music. The swooping melody and pulsating bass rhythm was created by manually adjusting the pitch of oscillator banks to a carefully-timed pattern. The rhythmic hissing sounds, ""bubbles"" and ""clouds"", were created by cutting tape recordings of filtered white noise. -Read More- Happy New Year."
2589,"My band Year Of The Flood are to be featured in the 200th anniversary issue of Terrorizer magazine. We've got a brief write-up in the ""Choice Cuts"" section and our song ""Prophetic"" from our debut EP ""A Utopian View"" also appears on the Fear Candy cover CD."
1527,I saw this video on Musicians Friend's facebook page and wanted to share it. http://www.musiciansfriend.com/alex-lifeson-les-paul-axcess/video Sorry I couldn't embed it so you'll have to click on the link to go watch it. Enjoy! Warning: might cause some major G.A.S.!!!
2305,"i consolidated all the samples your gonna have to slice em, but you can choose how much snare and room and oh you want. also, so you can make your perfect sample out it Read the read me plz http://catharsis.supremepixels.com/T3K/Snare enjoy"
32,https://www.wsj.com/articles/the-producer-refining-heavy-metals-sound-1532523546
3428,"So here lies the problem... About 2 days ago my computer would not play stuff in cubase so i thought it must be a driver problem , lo and behold it was so i got the beta version of Asio4All2 and it worked fine and dandy like summers candy. However I havent tried recording anything yet (just listeningback) so when i went to record today everything clocks up fine (tthe mixers LED is showing the levels coming through) but then when it gets to cubase there is no sign of any audio coming through??? So i went to play it back just in the chance that audio might've been captured just not displayed but there was still no audio. Long question over Short version : how do i get my DAW to pickup the sound?"
2052,"TL;DR Warning... So over the holiday weekend, I have been reformatting and reinstalling everything on my computer. I mentioned a few months ago that I had been experiencing lagginess and errors in both Pro Tools and Logic so I decided to trim all the fat and get down to business. I have a project starting Monday the 27th, so I figured I'd give myself a few days so I wasn't just staring at my computer hour after hour. I started with removing my old system drive and installing a new 1TB drive in two partitions. The first partition was for my OS, Logic and PT9, nothing else. The other partition was where I would put all my plugins. After days of installing each SDX and EZX I finally got ready to boot everything up and Digi Core Audio driver wasn't working. Looked online and I had updated too far beyond support of their 8.0.3 driver. Thankfully, I knew I could backtrack to the first version of Snow Leopard without wiping everything out, so I did. THEN 10.6.2 wouldn't install. I freaked out, reset my computer a half a dozen times, and no luck, it just wouldn't budge. So, reluctantly, I did a fresh install, wiping out days of work and starting back at 10.6.0. Again I tried 10.6.2, no luck. FUCKKKKKKKK!!!!!! Now if you have a brain that functions better than my own, you'll point out that it would be worth trying to go linearly and use the 10.6.1 update and see if that would work. However, in my sleep deprived, bah humbug driven angst I was unable to think so clearly and have thus wasted hours upon hours of my life. Sorry for the long pointless rant, but I guess it serves a purpose to say. ""Always look for the next logical step"" I've just finished installing the Superior and Avatar, my Logic installation is much more limited and I don't have the plethora of drum samples that I thought I would have in a perfectly organized beautiful fashion, but at least I will be ready for my session tomorrow. Nothing will be held up, but boy do I wish I could've just slept or sat on the toilet with all the time I wasted. I now think I understand the ""FUUU"" phenomenon, because this shit blows."
478,"Gareth just paid me the money i paid him for the cab and also reimbursed me for the extended wait, so it's all square now. I understand the guy has some serious problems with anxiety and wasn't deliberately trying to steal money, so from my perspective I'm prepared to turn over a new leaf and enjoy listening to his music. Let this be a lesson to all of you: if you use paypal for a transaction, stump up the fees and don't say it's a gift. If I'd done that I would have got my money straight back, like Marcus did recently."
30,Download Logic Pro X Metal Mix Template for free using free and stock plugins -
1624,Hey guys! Just starting to get some reviews for our debut release Bleed The Way.. And Metal Obsession has given us a fantastic review and a great write up! Well worth the read if you are at all interested in this release. Cheers guys! http://www.metalobsession.net/28/03/2011/album-reviews/orpheus-bleed-the-way
1262,"Our vocalist CJ did some guest vocals for our friends band Resist the Thought. He appears from about 1:15. Clip looks pretty slick. And for anyone who hasn't heard us, hopefully we'll have a clip for this song sometime this year. If we can come to an agreement which track we're gonna do."
1858,"I' ve never had any experience with a 2x12 for recording purposes, now that at home I have a free room I am thinking to get one 2x12 for recording, since 4x12 would be too loud. I have in studio a mesa recto 4x12, and I alaways tracked metal stuff through 4x12, what would be the difference on 2x12? Also any suggestion in models? I was thinking on something different than mesa but with v30.. Thanks in advance"
1018,"Hi guys, since there have been quite a few people who have had their stuff mixed/mastered by guys from this board I'm looking forward to hear this song mixed by you guys. The band that recorded it needs it as a (local) Radio Single to promote some shows in fall. Due to time/money constraints and band members being sick/not being in the same city some compromises had to be made. So these may not be the best takes ever but who gets those anyway. Their style goes in the direction of Paramore and Evanescence. Soundwise they are definitely looking for something in the vain of Paramore. So to everyone who wants to have a go at it: Here are the files for the song. http://dl.getdropbox.com/u/1461588/Good Will Out/Paranoid/Paranoid.zip An info document is included. Please check it out before you start mixing. Creative input is welcome! If you think your skills as a producer can add to this track you are free to incorporate your ideas into the song. Please see the included info document about that as well. About Re-Amping: Real amps are great but certainly not a must. As long as it sounds good nobody cares if you used a Marshall practice amp, some VST Plug-In or anything else. Please post or PM me your mix along with the prize you ask for a 24 Bit / 44.1 kHz Stereo File of your mix. Once the best Mix has been chosen I'll be looking for someone to master it so make sure to stick around/come back here. Thanks guys."
1557,"Hi guys, currently i'm waiting for my first big paid job at the end of the month, but for now i'm free this week and i'm happy to mix some songs (but not the full album or ep) for fun and practice. The only thing I expect is a well-recorded tracks and promotion/say a good word . Let me know if you're interested, you can hear my all works here: http://www.myspace.com/widekrecords Sorry for my english Cheers!"
1741,Here's a little sample of the stuff I've been writing. PM me if your interested.
4514,"Hi another Reaper question, how is the performance in Reaper? I'm running a computer powered with 2 Xeon processors 2.8Ghz Each and 3Gb Ram and Reaper is stuttering when I'm monitoring 2 Guitar tracks with about 7 Plugins together. I've been looking allaround in reaper to fix this performance issue, but cant find anything. Anyone had this issue before? Thanks!"
3477,"http://stereogum.com/archives/new_high_on_fire__frost_hammer_stereogum_premiere_108881.html What do you guys n gals think ? It does have that Greg ""white noise"" Fidelman sound to it, but its not as nearly as bad as the sound on Deaf Magnetic and World compressed blood."
4386,"Hey i just wanted to hear what you guys think about this. August 16th my band has a show with The Autumn Offering, Sybreed, The Agonist and Threat Signal. We play death metal and i checked out these bands, never heard of them before but they are signed to nuclear blast. Anyone heard of them? Is it gonna be a big show? Its at the Champion Bar and Grill in Trenton, NJ if anyones interested."
3337,"I'm starting this post with a biiiiiiig looooong drawn out sigh. I'm so tired. Exhausted really. I've been tracking vox for ""that"" black metal dude's project today and once that was done and he went home, I started tracking drums for my album instead. Well actually I had started a bit yesterday so with today's progress I have tracked about 50% of the drums for the album. Here is the thing though. No matter how tight I play, I know I will still need to go in and edit pretty much every hit later anyway. I'm aiming for a really modern and ""produced"" mix and to get that I'll need to quantize the drums in generous amounts. This is pretty exhausting considering I'm both the ""studio tech guy"" AND the drummer... at the same time. SAME TIME. It's so frustrating and exhausting. It's actually so tiresome, it made me wonder why I'm still a drummer. Or considering myself a drummer at least. In 2009 I started to notice that my musical strength was shifting away from drums and shifting more into song writing. Or well, it wasn't really shifting AWAY from the drums but rather my song writing skills were growing up on par with my drumming, and exceeding it (by now). I seem to have gotten much better at guitar now as well considering people are commenting on my tightness and stuff rather often (not to brag, but I really appreciate it!). This really makes me wonder why I still keep a drumkit and go through all this hassle... I don't even know if the end result will be better than if I had just bought a good drum sample library and programmed the damn thing. My drumming is probably not gonna sound as good sound quality-wise as opposed to programmed drums but it might sound ""good"" in other aspects such as the human feel and so on. Man, I don't know, I'm rather jealous at you all who just program drums and record some guitars and post the song online. For me to do that, I have to make scratch tracks and shit, then learn the song on not only guitar but drums too, then go set up the mics and stuff, then track it, then edit it, THEN I can mix it and post it online. It takes forever. It feels kind of scary to consider selling the drums and switching to guitar and song writing ""full time"" but it also seems more right at the moment. Music is more to me than just ""metal drumming"". I want to write kick ass songs and express feelings and tell stories. I can't really do that just by smacking away 32nd notes at 240 BPM (not that I can do it, but it used to be one of my main goals in music/drumming). Did anyone bother reading this far? If you did, I thank you for showing interest in my progress with the album I will of course stick with real drums since I have started on it and I hope I'm wrong about ""is it worth it?"" and all that shit. Maybe the end result will become so awesome that I'll remember why I'm still drumming. Time will tell... oh god I'm tired. I think I'll go to bed soon. What do you think? P.S remember the post I made once when I said I was considering quitting music altogether? Well gladly I have steered the course of my life into something that can cope better with work and music at the same time so that's not an issue anymore. This post is not a ""whine whine, I'm quitting music!"", it's actually the opposite. I'm thinking of my musical future and what would be best for me to do to take it even further. Sacrifices need to be made in order to turn it into something bigger and better. The thought of me playing guitar live though... haha, that's a funny one! Never done that."
1721,"I am kinda obsessed with this band. Everyone I show hates it. Like, Attack Attack type of hate."
2374,"You guys might remember this contest thread where a shit storm spawned up about how budget the winning prize was to mix 6 songs. Overall I didn't really care, it was perfect for a first mixing job and I gladly accepted when they choose my mix. Anyways, the job is done now and everything went VERY smoothly. I couldn't be happier working with these guys. The guys are self-releasing the EP themselves starting on October 30th from what I understand and have already uploaded two of the songs off the EP onto myspace. However, myspace took a shit on my mixes, so I'm just gonna dropbox the 2 songs here so you guys can check it out. Kingdom of Stone Misguided Light All guitars were ampsims(Legion,X30,Burny's TL_IN impulse,Ampeg SVX) S2.0 for drums Real violin and, of course, many thanks to the countless amounts of helpful tips on this forum. Enjoy! I'm open to all or any feedback."
3678,"Now that we've got programmable drums, MIDI-capable drumsets, direct guitar recording, reamping, fast connections, powerful online social networks.. WHY AREN'T WE ALL IN E-BANDS? This thread is to facilitate the development of some e-bands, and hopefully we'll all learn something about our trades from one another and put out some quality material. It will also give us a chance to drool over what gear we have. So, I'm going to post pretty much my resume; I'm going to include some recorded material, my gear, my capabilities and skill levels, my desires, my songwriting habits, and my contact information. I hope you'll do the same, because I'm pretty sure that Metal Blade and Century Media are waiting for us to get started on this stuff, guys. Hey, if enough of us drum up bands together, we could all pull a Roadrunner and make an Andy Sneap United record Me Name: Anthony Richkas (picture) Location: Wichita, KS, USA Band(s): Vitamins and Minerals of Death (all instruments, writing, recording) Portfolio: VMOD's MySpace, VMOD - I (nine-track album) Songwriting: I write a lot of music using TabIt, but I'm open to picking up something like Guitar Pro. I'm also cool with old-fashioned text file tabs and stuff, or with plain audio. But I find it easier to map everything out in something like TabIt and churn out a recording based on that. What I Want to Create: Metal with melody. I'm looking for more of the same of what VMOD was, but I will CERTAINLY play lighter or heavier, whatever is within my skill range. Just having some melody is what's important to me. I don't really want to do a noisy thing. Instruments - Gear, Ability, Willingness, etc Guitar -Intermediate/advanced. Mainly rhythm, some lead -Guitars: Schecter Hellraiser V8 8-string, Schecter Hellraiser C7 7-string, Jackson DR7 7-string, Gibson worn Flying V 6-string, and a particularly cheap Yamaha acoustic -Amps/cabs: Marshall JMP1 preamp, Marshall 9100 power amp, Marshall 1960A cab, Mesa Oversize 4x12 straight/slant cab, TONS of free amp sims, even more impulses/Nebula cabsims. Also have an Ibanez Tubescreamer and a MIJ Boss HM2. There are more but none that are important. -Cab microphones: 2 x Audix I5, Sennheiser E906, M-Audio Sputnik, Sennheiser MD421 Bass -Beginner-intermediate -I'm a guitarist with a bass. I play with a pick. -Basses: G&L L-2500 5-string, Ibanez BTB 5-string -Amps/cabs: Peavey MAX preamp, 2 x Peavey Tour 210 cabs, ampsims, impulses, yadda yadda Drums -Beginner as a player, I'm awesome at programming though -Roland TD3, Toontrack Superior 2.0, NY Vol2 and Metal Foundry expansions, EZdrummer Vocals -Screamy vocals, low to high -I can PROBABLY sing with some training and Melodyne. But then again, probably not. -I most likely don't have the best acoustics in town for vocal recording. I have a Reflexion Filter, but it's probably not enough. Who knows. -Vocal mics: Groove Tubes GT55, M-Audio Sputnik, Sennheiser MD421 Mixing -Probably at an early intermediate level -Cubase Studio 4 -Sonnox Elite bundle, Nebula 3, POD Farm standard Contact Information AIM - Evvy Pedder Yahoo - cl0wnfaced MSN - aeternuseternus@gmail.com E-mail - aeternuseternus@gmail.com I'd prefer using any of these or an IRC chat room as a primary means of communication. Also, if this idea sucks, I'll close the thread. If it doesn't, let's draw up an album or something!"
3656,yo... does anyone have any samples of viking (or similar) battles that are royalty-free/not copyright protected? if so...gimme gimme gimme!
286,"Hey guys, so, i went to an empty water tower and recorded a gun shot into it. Can someone with Logic or Altiverb or whatever, help me make this file into an impulse response? I would really appreciate it! plus it would be a cool IR you could have. http://dl.dropbox.com/u/6546191/WaterTower.zip THX! Jerry"
3226,"Well, before I invest in getting my tape machine running top notch, I had a question. Would you be interested in having tracks, be it a final stereo or individual track, put through a tape machine and sent back to you? If so, what would you pay for such a thing?"
894,To whom it may concern.. Found it a couple of days ago while cleaning my harddisk.. I found it nice to read.. http://www.yousendit.com/transfer.php?action=download&ufid=7564B4AB1E95546C EDIT: I KNOW I MESSED UP THE TITLE SORRY ENGINEER!!!!!
2593,"Hello world! My band just finished mixing our second demo! The result is pretty balanced (although it sounds ""demo-ish"" and unpolished) We are currently trying to decide what to do with mastering. We made some attempts and although the result is louder, we can't make it ""sit"" well on most systems, so the question is: Should we keep on trying to master it ourselves? Or leave it to someone who knows what he's doing? The problem is that we DON'T have a clear picture of what a mastering engineer can do. We know that mastering, in general, can give life to a mix, and we have listened to various ""before/after"" reference mixes, but we are unsure about our own songs, is specific. We might like it and pay for it, or we might feel that we can do it ourselves. Correct me if i am wrong, but with this in mind, we simply CAN NOT contact a mastering engineer and tell him ""dude, master this sh*t for us, but, eventually, we might find out that we need NO mastering assistance!!"" Is it fair for the guy? Even if the guy offers free sample for a song, would it be ""cheating"" to contact him? Cheers, and thanx in advance"
1401,"I'm thinking to sell ""something"" online...samples or other things music related. I have some ideas that I wanna try to realize but what I wanna know is: if I sell samples online (like Lasse or Drumwerks) should I pay taxes (vat number,etc...) or not? I've never understood the online selling procedures...someone says you have not to pay taxes, other that you don't pay taxes only if you don't earn more than 500/month... Any advice is accepted Thanks"
828,"I am trying to help a friend of mine who is building a recording studio consisting of a control room and 2 live rooms. he is planning the panels connecting the rooms together and was wondering if i could get some more opinions in respect to the panels So far hes got: As you can see in the pics here are the type of connections he included including speaker, instrument, usb, hdmi etc.. So what do you guys think? any specific things he might have forgotten? any comments? Thanks!"
1024,"Hi everyone, Most of you on this forum probably don't know me. After years of reading up on here but not really contributing to discussion, I wanted to give something back. I am offering a reamp service free of charge for 10 different people on here. I will do one full song per person double or quad tracked. I currently own amps from Mesa, Peavey, Krank, Blackstar Marshall and EVH. I am going to give people until next Friday to get me the tracks that they plan on having reamped. If you are interested in having me reamp your song, please contact me through this thread or through PM and I will give you more information. Thanks guys! -Steve"
4364,"Got my Fireface 400 today, along with my Auralex MoPads. HUGE improvement in sound! The better DA converters from the FF400 really make a difference in the high end and stereo imaging. This makes the biggest difference with cymbals and drums in general, but other things requiring detail are improved a lot. The mopads helped clear up the bass and midrange. It's like a whole new set of monitors. Anyway, I'm getting a LOT of pops and crackles with ASIO drivers. If I'm using a latency below 256 samples, it is completely unusable due to distortion. If I use a latency above 256 samples, no sound is made at all. If I use 256 samples, it works, but the pops and crackles are terrible. Using all the latest drivers and the appropriate firewire card ( TI, SIIG, 2 port 1394 ). Any idea whats wrong?"
4477,"I've been recently using 96khz and thinking it's a massive increase in quality from 44.1khz, is this true? I've noticed a small difference in clarity, (could just be placebo) but I just read that Andy uses 24bit/44.1khz. Now, I'm thinkin', if 44.1 is good enough for him, it's good enough for me. So what's the difference?"
2486,"Hey i am trying to convince a friend that Recording DIs and then reamping at a later date is NOT a bad idea he is convinced that i wont work with really complex music like tech death, and i dont listen to enough tech death to even have an example off the top of my head could anyone point me in the direction of songs or albums that are completely reamped yet still technically complex and fast, i tried explaining the concept of DI and reamping boxes to him and that you can still hear your guitar through an amp while recording DIs but too no avail thanks"
815,Dropped teh hammer as it is on sale until the end of the year. Anyone use it? I'm still waiting for the serial. I was wondering about the cymbals more to beef up my SS ones.
2914,"Hi Guys, I need someone to record 5 or so covers. They are well known songs and not super hard. Does anyone know of a drummer (professional) that offers a recording service ? I don't want them programmed, just release quality drums recorded professionally. Please PM for more info."
2598,"Just got an audio midi email with the sale: No-Brainer Deal: Toontrack Drumtracker Drum Replacer 85% Off- just $20! It's not showing up on the website yet, so that is a bit strange. So fingers crossed. http://audiomidienews.squarespace.c...track-drumtracker-drum-replacer-85-off-j.html"
